Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Neutral,@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???,16,92.84,96.95,7.84,25.77,16.00,37.50,68.75,31.25,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,6.25,12.50,0.00,6.25,6.25,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,6.25,0.00,0.00,6.25,0.00,6.25,6.25,12.50,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,37.50,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,18.75
Neutral,has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple,24,71.61,10.58,98.01,25.77,12.00,25.00,62.50,41.67,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,4.17,12.50,4.17,0.00,0.00,16.67,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,16.67,0.00,16.67,4.17,4.17,8.33,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,16.67
Neutral,You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease,15,32.98,74.76,1.00,99.00,5.00,13.33,73.33,40.00,13.33,6.67,0.00,0.00,6.67,0.00,0.00,6.67,0.00,6.67,13.33,0.00,6.67,0.00,26.67,13.33,0.00,6.67,0.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,20.00,6.67,0.00,13.33,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,13.33,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,13.33,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,33.33,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,20.00
Neutral,Thanks @apple my girlfriend likes #siri more than me now.,10,51.43,2.31,99.00,99.00,10.00,10.00,80.00,40.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,20.00,20.00,20.00,0.00,0.00,10.00,20.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
Neutral,@Apple store dude i hear an accent where ru from? me no from ct but ur not 1st 2 tell me that dude maybe its... http://t.co/93Ztje8p,31,35.22,37.35,39.18,25.77,10.33,0.00,64.52,45.16,19.35,12.90,9.68,0.00,3.23,0.00,0.00,6.45,3.23,6.45,0.00,6.45,3.23,6.45,6.45,0.00,0.00,3.23,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.13,0.00,6.45,0.00,0.00,9.68,0.00,0.00,0.00,3.23,0.00,6.45,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.45,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,3.23,0.00,0.00,12.90,0.00,6.45,0.00,0.00,0.00,25.81,12.90,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,9.68
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter,23,99.00,66.81,9.25,93.61,23.00,21.74,65.22,21.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,17.39,0.00,0.00,4.35,0.00,0.00,8.70,8.70,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,4.35,0.00,0.00,4.35,0.00,8.70,4.35,4.35,4.35,4.35,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,0.00,4.35,0.00,4.35,0.00,0.00,13.04,0.00,13.04,0.00,0.00,0.00,43.48,4.35,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,26.09
Neutral,@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5,23,98.12,9.62,27.39,25.77,23.00,21.74,69.57,47.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,17.39,13.04,0.00,4.35,4.35,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74,0.00,4.35,0.00,8.70,0.00,8.70,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,8.70,0.00,8.70,0.00,8.70,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,17.39
Neutral,@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s,18,92.84,4.80,23.51,98.27,18.00,16.67,55.56,33.33,5.56,5.56,5.56,0.00,0.00,0.00,0.00,0.00,5.56,11.11,0.00,0.00,5.56,5.56,11.11,5.56,0.00,0.00,0.00,0.00,16.67,11.11,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,11.11,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
Neutral,Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2,15,51.43,50.00,1.00,99.00,7.50,33.33,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,13.33,6.67,0.00,13.33,6.67,0.00,6.67,0.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,6.67,6.67,0.00,0.00,53.33,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33
Neutral,Oops! Apparently @apple is some handle-squatter. Tweetbarassment.,8,37.39,89.42,1.00,25.77,2.67,37.50,50.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,25.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,12.50
Neutral,This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple,23,96.18,33.19,9.25,25.77,11.50,17.39,60.87,30.43,8.70,4.35,4.35,0.00,0.00,0.00,0.00,4.35,4.35,13.04,0.00,0.00,4.35,0.00,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,13.04,13.04,0.00,0.00,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,4.35,0.00,8.70,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,30.43,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74
Neutral,this reader button for safari is perfect for fic @apple #ios5 #stevejobsday,12,92.84,50.00,1.00,99.00,12.00,16.67,41.67,33.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,8.33,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
Neutral,MacBook Pros constrained new models appear in Apples inventory system @apple @macbookpro... http://t.co/blGr9Ue5,17,97.02,50.00,6.20,25.77,8.50,29.41,29.41,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,5.88,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,11.76,0.00,5.88,5.88,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,47.06,23.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53
Neutral,A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe,13,97.77,50.00,1.00,99.00,13.00,15.38,30.77,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,46.15,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.46
Neutral,@apple Give Siri back!,4,37.39,99.00,74.76,25.77,4.00,0.00,50.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00
Neutral,@Apple has lunched its new OS: iSO 5,8,37.39,50.00,7.84,25.77,8.00,12.50,50.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
Neutral,Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug,11,98.22,50.00,1.00,1.00,11.00,18.18,45.45,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27
Neutral,New #iOS5 notification center is a big improvement but @apple missed an easy trick by not making it fully available on lock screen.,23,87.57,9.62,98.89,25.77,23.00,13.04,78.26,39.13,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,8.70,8.70,4.35,4.35,4.35,4.35,13.04,13.04,0.00,0.00,0.00,0.00,17.39,8.70,8.70,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,17.39,4.35,4.35,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,4.35,4.35,0.00,0.00,4.35,4.35,0.00,21.74,0.00,17.39,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70
Neutral,@apple http://t.co/LKm2JzIN,6,92.84,50.00,1.00,25.77,6.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,66.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
Neutral,The battle of voice controlled AI platforms. If they were mobile OS ind - same q's as in IE antitrust case in EU? Vlingo v @google v @apple,27,95.79,50.00,4.97,1.00,9.00,11.11,48.15,29.63,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,14.81,3.70,0.00,7.41,0.00,3.70,7.41,7.41,0.00,0.00,0.00,3.70,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,7.41,0.00,3.70,3.70,3.70,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,3.70,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,3.70,0.00,0.00,0.00,3.70,0.00,3.70,0.00,3.70,0.00,7.41
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter,23,99.00,66.81,9.25,93.61,23.00,21.74,65.22,21.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,17.39,0.00,0.00,4.35,0.00,0.00,8.70,8.70,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,4.35,0.00,0.00,4.35,0.00,8.70,4.35,4.35,4.35,4.35,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,0.00,4.35,0.00,4.35,0.00,0.00,13.04,0.00,13.04,0.00,0.00,0.00,39.13,4.35,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,26.09
Neutral,"#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps",22,99.00,91.35,2.40,94.75,11.00,18.18,63.64,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,13.64,9.09,0.00,4.55,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,13.64,4.55,4.55,4.55,9.09,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,45.45,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,36.36
Neutral,Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Alsoallow us to remove the app.,23,58.77,66.81,9.25,99.00,7.67,21.74,73.91,39.13,8.70,4.35,0.00,4.35,0.00,0.00,0.00,4.35,4.35,8.70,8.70,0.00,4.35,8.70,8.70,8.70,0.00,0.00,0.00,0.00,13.04,13.04,0.00,0.00,0.00,0.00,17.39,0.00,4.35,0.00,0.00,8.70,0.00,0.00,0.00,4.35,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,8.70,0.00,0.00,0.00,4.35,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,4.35,0.00,8.70,0.00,0.00,8.70,0.00,8.70,4.35,0.00,0.00,56.52,26.09,0.00,13.04,0.00,0.00,0.00,0.00,0.00,8.70,0.00,8.70
Neutral,"#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21",24,99.00,89.42,1.79,92.40,12.00,16.67,58.33,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,0.00,0.00,12.50,8.33,0.00,4.17,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,12.50,4.17,4.17,4.17,8.33,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,45.83,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,37.50
Neutral,@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps,23,98.12,95.89,2.02,93.61,11.50,17.39,60.87,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,17.39,13.04,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,13.04,4.35,4.35,4.35,8.70,0.00,0.00,4.35,0.00,4.35,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,8.70,0.00,8.70,0.00,0.00,0.00,52.17,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,43.48
Neutral,I have to change my homepage from @apple.  Steve Jobs looks like an owl,14,97.54,7.67,52.86,25.77,7.00,7.14,71.43,50.00,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,7.14,21.43,7.14,0.00,0.00,0.00,14.29,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,7.14,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14
Neutral,@msantram I want @apple to integrate Siri with @Quora.,9,98.75,13.32,1.00,25.77,9.00,22.22,44.44,33.33,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33
Neutral,@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march,20,1.00,2.31,43.37,25.77,20.00,15.00,80.00,70.00,25.00,25.00,15.00,0.00,0.00,5.00,5.00,0.00,5.00,5.00,25.00,5.00,5.00,15.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,5.00,0.00,10.00,0.00,10.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00
Neutral,@Apple iOS5 is all well and good and has nice new features but I'm still waiting on an app that will go to work for me.,26,23.17,12.43,94.81,99.00,26.00,7.69,88.46,57.69,11.54,7.69,7.69,0.00,0.00,0.00,0.00,3.85,3.85,11.54,15.38,7.69,11.54,0.00,23.08,7.69,0.00,0.00,0.00,3.85,11.54,11.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,0.00,3.85,0.00,0.00,19.23,3.85,19.23,3.85,3.85,11.54,3.85,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,0.00,3.85,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85
Neutral,As tribute to Steve @apple i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy.,21,78.35,92.33,13.15,25.77,10.50,23.81,66.67,38.10,14.29,14.29,4.76,0.00,4.76,4.76,0.00,0.00,0.00,19.05,9.52,0.00,4.76,0.00,28.57,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,9.52,14.29,9.52,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,4.76,0.00,9.52,9.52,4.76,4.76,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.10,4.76,0.00,0.00,0.00,0.00,4.76,4.76,0.00,9.52,0.00,14.29
Neutral,can't wait for @Spotify and @Apple to integrate with Siri.,10,98.46,2.31,43.37,25.77,10.00,20.00,70.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00
Neutral,@rjpittman Why you won't use your @apple account.,8,1.00,99.00,1.00,25.77,8.00,25.00,75.00,50.00,25.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,12.50,25.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,25.00
